PHYSIO2BIDS -- 2018-11-01 14:55:37.253005
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI2/CSI2_sess13/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI2/CSI2_sess13/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI2/ses-13/func
Conversion target: Physio_log_20180116_133342_a8711e4e-19c5-4e8c-bca7-8013b0867e75.ext	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-04_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_134131_96bdaaf7-2d9d-46d8-8c6a-e82f7a45f52f.puls	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-05_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_140148_8811f966-0216-43ac-9b9b-744a3f8a0fcb.resp	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-07_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_131843_1f7646dd-a39c-4576-922f-74bccb66c756.ext	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-02_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_140924_6bd5b658-1e2b-4e2f-bee5-0675bd4dd19b.ext	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-08_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_134131_96bdaaf7-2d9d-46d8-8c6a-e82f7a45f52f.ext	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-05_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_141702_0ec09cfd-009d-4a88-bf70-d8306905c445.resp	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-09_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_131843_1f7646dd-a39c-4576-922f-74bccb66c756.puls	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-02_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_131058_afd789c0-e9b2-4434-bd2d-16c4462d8785.ext	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-01_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_134131_96bdaaf7-2d9d-46d8-8c6a-e82f7a45f52f.resp	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-05_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_141702_0ec09cfd-009d-4a88-bf70-d8306905c445.puls	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-09_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_135350_937b8cb6-9983-4acc-b9de-79266fe599ac.puls	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-06_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_140148_8811f966-0216-43ac-9b9b-744a3f8a0fcb.puls	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-07_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_140148_8811f966-0216-43ac-9b9b-744a3f8a0fcb.ext	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-07_recording-trigger_physio	CONVERTED FILES WRITTEN
