PHYSIO2BIDS -- 2018-11-01 14:55:52.214245
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI3/CSI3_sess12/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI3/CSI3_sess12/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI3/ses-12/func
Conversion target: Physio_log_20180131_093238_e2f9bdd6-cb9e-4f08-8d4d-bda5d4f81470.resp	MATCHED TO sub-CSI3_ses-12_task-5000scenes_run-01_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_102355_78159bce-c0ba-480d-b032-c099bef31948.puls	MATCHED TO sub-CSI3_ses-12_task-5000scenes_run-07_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_103954_2857404f-7908-4f00-9119-b7b4fd5a64ff.ext	MATCHED TO sub-CSI3_ses-12_task-5000scenes_run-09_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_095535_b4d96744-aef8-4c4d-bd10-478d031ebf97.ext	MATCHED TO sub-CSI3_ses-12_task-5000scenes_run-04_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_094806_bda21c01-079d-45a0-9fe7-3a48c8036a6e.puls	MATCHED TO sub-CSI3_ses-12_task-5000scenes_run-03_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_093238_e2f9bdd6-cb9e-4f08-8d4d-bda5d4f81470.puls	MATCHED TO sub-CSI3_ses-12_task-5000scenes_run-01_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_102355_78159bce-c0ba-480d-b032-c099bef31948.ext	MATCHED TO sub-CSI3_ses-12_task-5000scenes_run-07_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_101607_c795425d-f581-4c99-aa5a-36131179f547.ext	MATCHED TO sub-CSI3_ses-12_task-5000scenes_run-06_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_103200_6e0437f7-fd03-47d6-9d8b-ebe334e5524e.resp	MATCHED TO sub-CSI3_ses-12_task-5000scenes_run-08_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_104716_73951276-a9c6-4447-b516-d037bd9a74d8.puls	MATCHED TO sub-CSI3_ses-12_task-localizer__recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_103200_6e0437f7-fd03-47d6-9d8b-ebe334e5524e.puls	MATCHED TO sub-CSI3_ses-12_task-5000scenes_run-08_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_104716_73951276-a9c6-4447-b516-d037bd9a74d8.resp	MATCHED TO sub-CSI3_ses-12_task-localizer__recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_094033_55f7f848-95bf-4376-b31d-8590ee278f78.ext	MATCHED TO sub-CSI3_ses-12_task-5000scenes_run-02_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_094806_bda21c01-079d-45a0-9fe7-3a48c8036a6e.resp	MATCHED TO sub-CSI3_ses-12_task-5000scenes_run-03_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_102355_78159bce-c0ba-480d-b032-c099bef31948.resp	MATCHED TO sub-CSI3_ses-12_task-5000scenes_run-07_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180131_100314_a70e52dc-3101-4cd7-9e49-9b46161700f8.puls	MATCHED TO sub-CSI3_ses-12_task-5000scenes_run-05_recording-cardiac_physio	CONVERTED FILES WRITTEN
