PHYSIO2BIDS -- 2018-11-01 14:55:58.807816
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI4/CSI4_sess04/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI4/CSI4_sess04/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI4/ses-04/func
Conversion target: Physio_log_20171201_111606_cf8b589a-951d-43a8-97aa-8841018266d4.puls	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-10_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_102338_27f34a49-e9e2-4a1f-8aa2-2199d7618d09.resp	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-04_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_101602_7f96bc0d-9bad-42de-a569-07921299b7fc.puls	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-03_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_101602_7f96bc0d-9bad-42de-a569-07921299b7fc.resp	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-03_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_102338_27f34a49-e9e2-4a1f-8aa2-2199d7618d09.puls	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-04_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_110731_1cdf941a-986c-48f9-94a0-badbbe283122.puls	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-09_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_101602_7f96bc0d-9bad-42de-a569-07921299b7fc.ext	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-03_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_100836_b3ff2e0e-e8a5-487c-a945-334a925e5752.ext	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-02_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_103110_edd7f665-cb15-4cac-9ac7-101bb0fc7d11.resp	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-05_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_105953_37c43202-4a6e-4fc2-83da-a4658e66b1be.puls	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-08_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_111606_cf8b589a-951d-43a8-97aa-8841018266d4.resp	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-10_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_105953_37c43202-4a6e-4fc2-83da-a4658e66b1be.ext	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-08_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_103110_edd7f665-cb15-4cac-9ac7-101bb0fc7d11.ext	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-05_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_100836_b3ff2e0e-e8a5-487c-a945-334a925e5752.resp	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-02_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_104323_31183001-3c9a-4d44-add8-63059601a16d.ext	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-06_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_105124_4b858bab-027f-4c4c-9ac1-5a7f6dcbc5ed.resp	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-07_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_102338_27f34a49-e9e2-4a1f-8aa2-2199d7618d09.ext	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-04_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_105124_4b858bab-027f-4c4c-9ac1-5a7f6dcbc5ed.puls	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-07_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_104323_31183001-3c9a-4d44-add8-63059601a16d.puls	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-06_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171201_105124_4b858bab-027f-4c4c-9ac1-5a7f6dcbc5ed.ext	MATCHED TO sub-CSI4_ses-04_task-5000scenes_run-07_recording-trigger_physio	CONVERTED FILES WRITTEN
