PHYSIO2BIDS -- 2018-11-01 14:55:45.796770
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI3/CSI3_sess06/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI3/CSI3_sess06/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI3/ses-06/func
Conversion target: Physio_log_20171205_102832_186de561-9f6a-421a-9ce9-1615247e75a4.resp	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-07_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_105121_d64246d1-0e5a-4644-8946-43bf9eadf27a.puls	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-10_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_100758_e43a05ac-8d1d-43e8-bc39-a68525df0cb1.resp	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-05_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_095232_778f5423-0c63-4af9-aafd-a2530c6bfd05.ext	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-03_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_093659_24630f0b-50db-4ce8-934d-cca708e2cb2e.ext	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-01_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_102016_0356773a-4bf8-42fd-91c1-9b8dc46a6d70.ext	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-06_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_095232_778f5423-0c63-4af9-aafd-a2530c6bfd05.puls	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-03_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_104350_8671020e-dab3-49f6-8729-9b779a9701d8.ext	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-09_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_105121_d64246d1-0e5a-4644-8946-43bf9eadf27a.ext	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-10_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_103610_c7b94546-2959-4ba6-984c-c65a101103c7.resp	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-08_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_093659_24630f0b-50db-4ce8-934d-cca708e2cb2e.puls	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-01_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_100012_bd826c52-a358-4db0-981e-adcfde00271c.resp	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-04_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_103610_c7b94546-2959-4ba6-984c-c65a101103c7.ext	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-08_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_094444_d68b7f97-4818-46a1-968f-fb8797838ab8.ext	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-02_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_094444_d68b7f97-4818-46a1-968f-fb8797838ab8.resp	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-02_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_102016_0356773a-4bf8-42fd-91c1-9b8dc46a6d70.puls	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-06_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_105121_d64246d1-0e5a-4644-8946-43bf9eadf27a.resp	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-10_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_093659_24630f0b-50db-4ce8-934d-cca708e2cb2e.resp	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-01_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_095232_778f5423-0c63-4af9-aafd-a2530c6bfd05.resp	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-03_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_103610_c7b94546-2959-4ba6-984c-c65a101103c7.puls	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-08_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_100012_bd826c52-a358-4db0-981e-adcfde00271c.puls	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-04_recording-cardiac_physio	CONVERTED FILES WRITTEN
