PHYSIO2BIDS -- 2018-11-01 14:55:41.479665
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI3/CSI3_sess02/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI3/CSI3_sess02/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI3/ses-02/func
Conversion target: Physio_log_20171110_102335_6a0268eb-9621-46bb-aac9-638ca947788b.resp	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-07_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_103846_152babb5-ae66-4326-b39c-1fbcf70c0ef7.resp	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-09_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_093233_439277cc-b4f9-4a66-9f05-fbcc0bdfb714.resp	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-01_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_101524_31175006-48c9-4323-b086-71e7309017bb.puls	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-06_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_094815_05a9198f-ffae-40b2-8b8d-998495a9a7c0.resp	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-03_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_095542_04cc1293-4a08-46d3-a72f-bd8b1f462866.puls	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-04_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_103102_a8ccb98b-eacb-4510-98f5-ac8dce05b557.ext	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-08_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_100309_ec97960a-ac8e-463f-ab7a-de1e89e9c276.ext	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-05_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_094029_62229ec2-7a25-4f8d-9ad8-dcd32ad9add7.ext	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-02_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_094815_05a9198f-ffae-40b2-8b8d-998495a9a7c0.ext	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-03_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_101524_31175006-48c9-4323-b086-71e7309017bb.resp	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-06_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_095542_04cc1293-4a08-46d3-a72f-bd8b1f462866.ext	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-04_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_104617_afd6fa7f-e0a3-4ab4-9f09-f7c18f6dc045.resp	MATCHED TO sub-CSI3_ses-02_task-localizer__recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_102335_6a0268eb-9621-46bb-aac9-638ca947788b.ext	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-07_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_103846_152babb5-ae66-4326-b39c-1fbcf70c0ef7.puls	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-09_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_094029_62229ec2-7a25-4f8d-9ad8-dcd32ad9add7.resp	MATCHED TO sub-CSI3_ses-02_task-5000scenes_run-02_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171110_104617_afd6fa7f-e0a3-4ab4-9f09-f7c18f6dc045.puls	MATCHED TO sub-CSI3_ses-02_task-localizer__recording-cardiac_physio	CONVERTED FILES WRITTEN
